,time,tweets
715,Mon Sep 28 13:32:49 +0000 2020,"RT @stengel: I've always wondered why Trump, a supposed billionaire, doesn't seem to have a stand-alone house of his own, that he stays at…"
716,Mon Sep 28 13:32:49 +0000 2020,RT @MattWalshBlog: All that these things have accomplished for me is to show that Trump is cleaner and more above board than I thought he w…
717,Mon Sep 28 13:32:49 +0000 2020,RT @Harry1T6: Nothing weird at all about the national media pushing a breaking earthshaking story that Trump only pays as much tax as legal…
718,Mon Sep 28 13:32:49 +0000 2020,"RT @thebradfordfile: Trump isn't running against Biden.

He's running against voter fraud."
719,Mon Sep 28 13:32:49 +0000 2020,RT @MargueriteParla: @gtconway3d @realDonaldTrump “Donald Trump is the greatest hoax ever perpetrated on America.”  - Preet Bharara
720,Mon Sep 28 13:32:49 +0000 2020,"@mdnij34 If Trump were a smarter super-villain, he would have stuck to subtler stuff like this to disrupt voting."
721,Mon Sep 28 13:32:49 +0000 2020,"RT @stengel: I've always wondered why Trump, a supposed billionaire, doesn't seem to have a stand-alone house of his own, that he stays at…"
722,Mon Sep 28 13:32:49 +0000 2020,RT @clairecmc: The Trump tax story is a national security story.
723,Mon Sep 28 13:32:49 +0000 2020,RT @acnewsitics: You can’t be a decent person and support Donald Trump.
724,Mon Sep 28 13:32:49 +0000 2020,RT @Eden_Eats: People angry at The Rock for endorsing Biden and telling him they don’t listen to the opinions of out of touch celebrities w…
725,Mon Sep 28 13:32:49 +0000 2020,"RT @RestrepoJCamilo: Como lo revela hoy el NYT Trump lleva décadas sin pagar impuestos federales, recurriendo  descaradamente a todo tipo d…"
726,Mon Sep 28 13:32:49 +0000 2020,RT @benwikler: NEWS: The GOP is pouring $2 million in dark money to defeat Ron Kind in Wisconsin’s swingiest Congressional district. They k…
727,Mon Sep 28 13:32:49 +0000 2020,@Alejoportilla @WRadioColombia El presidente Trump le fijo la verdad al guerrillero gustavo petro y al tramposo tra… https://t.co/JBpBb9rELl
728,Mon Sep 28 13:32:49 +0000 2020,HAHA que poca madre
729,Mon Sep 28 13:32:49 +0000 2020,RT @MidwinCharles: Have any major newspapers called for Trump to resign today? I asked this same question the day after the Woodward tapes…
730,Mon Sep 28 13:32:49 +0000 2020,"RT @josh_hammer: Biden’s comparing Trump to Goebbels is, without question, the single most disgraceful thing I’ve seen in a presidential el…"
731,Mon Sep 28 13:32:49 +0000 2020,"@JoshSheldonFish @GiannoCaldwell @AOC Denying that the facts in the report even exist, is one way of defending agai… https://t.co/ouqB0UUPkf"
732,Mon Sep 28 13:32:49 +0000 2020,RT @PrayingActress: President Trump just Retweeted this ya'll. 🤗👇 https://t.co/dLtT3NMaxP
733,Mon Sep 28 13:32:49 +0000 2020,"RT @nytimes: Exclusive: The Times has obtained tax-return data for President Trump extending over more than two decades. 
It shows his fina…"
734,Mon Sep 28 13:32:49 +0000 2020,"RT @DanAlexander21: 8/ Now let's look at Doral, Trump's golf resort in Miami. It has 2 mortgages against it, totaling $125M. Both mature in…"
735,Mon Sep 28 13:32:49 +0000 2020,RT @KimDotcom: I’m neither for Trump nor for Biden. Both are terrible. If you’re from the Trump or Biden tribe you may not like it here. My…
736,Mon Sep 28 13:32:49 +0000 2020,RT @JohnWHuber: Bombshell NYT story on Trump tax returns shows that he received a $3.5 million wire transfer from a corrupt Russian tied to…
737,Mon Sep 28 13:32:49 +0000 2020,"RT @DEPLORABLEREEG1: Biden is a P*DOPHILE...

THE ROCK just endorsed Biden...

The irony of this SNL skit speaks volumes 😡

#VoteTrump2020T…"
738,Mon Sep 28 13:32:49 +0000 2020,"RT @MaddowBlog: “Mr. Trump, by contrast, is running a federal government to which he has contributed almost no income tax revenue in many y…"
739,Mon Sep 28 13:32:49 +0000 2020,@PeopleForNina @ninaturner @KamalaHarris I wish I have your confidence. Because after the heartaches of Bernie's 20… https://t.co/jrIN7e3JFe
740,Mon Sep 28 13:32:49 +0000 2020,@sunnydays878 @charliekirk11 How so? Demanding an end to police violance? Advocating civil rights over white nation… https://t.co/4W78PbCJa1
741,Mon Sep 28 13:32:49 +0000 2020,Here We Go... Hacks at Fake News NY Times Focus on Trump's Tax Returns AGAIN Rather than the Biden Family's Cash fo… https://t.co/AtDa9PQtqE
742,Mon Sep 28 13:32:49 +0000 2020,RT @CaslerNoel: WH Press Corp: today is your day to ask about Trump’s drug use. He gave you an opening with his tweet. I was an eye witness…
743,Mon Sep 28 13:32:49 +0000 2020,RT @H_MitchellPhoto: How much of the American taxpayer’s money has Donald Trump spent on lawyer’s fees trying to hide the fact that he’s gu…
744,Mon Sep 28 13:32:49 +0000 2020,"RT @ananavarro: Trump draft deferments - fraud
Trump University - fraud
Trump Charitable Foundation  - fraud
Trump bank loan applications -…"
745,Mon Sep 28 13:32:50 +0000 2020,RT @csydelko: the best part about the trump income tax thing is that in order to justify it his harem of morons has to admit he’s a bad bus…
746,Mon Sep 28 13:32:49 +0000 2020,"RT @NellSco: Flat tax time: If Trump steals this election, I will be sending the federal government $750 in taxes for the next 4 years. I w…"
747,Mon Sep 28 13:32:49 +0000 2020,Whoever Owns Trump’s Enormous Debts Could Be Running the Country | Washington Monthly https://t.co/eeR2snw7kl #SmartNews
748,Mon Sep 28 13:32:50 +0000 2020,@EricTrump We love the Trump family!!❤️❤️❤️
749,Mon Sep 28 13:32:49 +0000 2020,Good question!
750,Mon Sep 28 13:32:50 +0000 2020,"RT @MaddowBlog: “Mr. Trump, by contrast, is running a federal government to which he has contributed almost no income tax revenue in many y…"
751,Mon Sep 28 13:32:50 +0000 2020,"RT @roper_93: On top of everything else, President Obama is also wealthier than Trump. 

😂😂"
752,Mon Sep 28 13:32:49 +0000 2020,RT @sddphoto: Are there a few people at the @IRS who should perhaps accept  blame for Trump’s decade after decade after decade of tax  chea…
